flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-1050-127.0.0.1-46688-tcp,127.0.0.1,1050,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.75e-06,0.0,1.75e-06,1.75e-06,0.007366208,0.007366208,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1702-tcp,127.0.0.1,46688,127.0.0.1,1702,tcp,1,58,58.0,0.0,58,58,3.375e-06,0.0,3.375e-06,3.375e-06,0.007369583,0.007369583,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1702-127.0.0.1-46688-tcp,127.0.0.1,1702,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.333e-06,0.0,2.333e-06,2.333e-06,0.007371916,0.007371916,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1012-tcp,127.0.0.1,46688,127.0.0.1,1012,tcp,1,58,58.0,0.0,58,58,3.334e-06,0.0,3.334e-06,3.334e-06,0.00737525,0.00737525,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1012-127.0.0.1-46688-tcp,127.0.0.1,1012,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.007376875,0.007376875,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-568-tcp,127.0.0.1,46688,127.0.0.1,568,tcp,1,58,58.0,0.0,58,58,3.791e-06,0.0,3.791e-06,3.791e-06,0.007380666,0.007380666,0.0,0,0,0,0,0,0,0,0
127.0.0.1-568-127.0.0.1-46688-tcp,127.0.0.1,568,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.007382375,0.007382375,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1891-tcp,127.0.0.1,46688,127.0.0.1,1891,tcp,1,58,58.0,0.0,58,58,4.375e-06,0.0,4.375e-06,4.375e-06,0.00738675,0.00738675,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1891-127.0.0.1-46688-tcp,127.0.0.1,1891,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.5e-06,0.0,2.5e-06,2.5e-06,0.00738925,0.00738925,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-2000-tcp,127.0.0.1,46688,127.0.0.1,2000,tcp,1,58,58.0,0.0,58,58,3.458e-06,0.0,3.458e-06,3.458e-06,0.007392708,0.007392708,0.0,0,0,0,0,0,0,0,0
127.0.0.1-2000-127.0.0.1-46688-tcp,127.0.0.1,2000,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.708e-06,0.0,1.708e-06,1.708e-06,0.007394416,0.007394416,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1457-tcp,127.0.0.1,46688,127.0.0.1,1457,tcp,1,58,58.0,0.0,58,58,3.75e-06,0.0,3.75e-06,3.75e-06,0.007398166,0.007398166,0.0,0,0,0,0,0,0,0,0
