frame.time_relative,frame.time_delta,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,udp.length
0.023096708,0.000029958,74,127.0.0.1,127.0.0.1,8000,44910,0x0012,
0.023110500,0.000013792,66,127.0.0.1,127.0.0.1,44910,8000,0x0010,
0.023164708,0.000054208,163,127.0.0.1,127.0.0.1,44910,8000,0x0018,
0.023168250,0.000003542,66,127.0.0.1,127.0.0.1,8000,44910,0x0010,
0.025282250,0.002114000,222,127.0.0.1,127.0.0.1,8000,44910,0x0018,
0.025302250,0.000020000,66,127.0.0.1,127.0.0.1,44910,8000,0x0010,
0.025320375,0.000018125,1711,127.0.0.1,127.0.0.1,8000,44910,0x0018,
0.025324042,0.000003667,66,127.0.0.1,127.0.0.1,44910,8000,0x0010,
0.025346083,0.000022041,66,127.0.0.1,127.0.0.1,8000,44910,0x0011,
0.025383000,0.000036917,66,127.0.0.1,127.0.0.1,44910,8000,0x0011,
0.025393583,0.000010583,66,127.0.0.1,127.0.0.1,8000,44910,0x0010,
0.033135083,0.007741500,74,127.0.0.1,127.0.0.1,44912,8000,0x0002,
0.033147875,0.000012792,74,127.0.0.1,127.0.0.1,8000,44912,0x0012,
0.033156125,0.000008250,66,127.0.0.1,127.0.0.1,44912,8000,0x0010,
0.033208708,0.000052583,163,127.0.0.1,127.0.0.1,44912,8000,0x0018,
0.033212208,0.000003500,66,127.0.0.1,127.0.0.1,8000,44912,0x0010,
0.034164208,0.000952000,222,127.0.0.1,127.0.0.1,8000,44912,0x0018,
0.034203917,0.000039709,66,127.0.0.1,127.0.0.1,44912,8000,0x0010,
0.034229083,0.000025166,1711,127.0.0.1,127.0.0.1,8000,44912,0x0018,
0.034232125,0.000003042,66,127.0.0.1,127.0.0.1,44912,8000,0x0010,
0.034256000,0.000023875,66,127.0.0.1,127.0.0.1,8000,44912,0x0011,
0.034292458,0.000036458,66,127.0.0.1,127.0.0.1,44912,8000,0x0011,
0.034304792,0.000012334,66,127.0.0.1,127.0.0.1,8000,44912,0x0010,
0.040814375,0.006509583,74,127.0.0.1,127.0.0.1,44920,8000,0x0002,
0.040833917,0.000019542,74,127.0.0.1,127.0.0.1,8000,44920,0x0012,
0.040840208,0.000006291,66,127.0.0.1,127.0.0.1,44920,8000,0x0010,
0.040882500,0.000042292,163,127.0.0.1,127.0.0.1,44920,8000,0x0018,
0.040885042,0.000002542,66,127.0.0.1,127.0.0.1,8000,44920,0x0010,
0.041509875,0.000624833,222,127.0.0.1,127.0.0.1,8000,44920,0x0018,
0.041541292,0.000031417,66,127.0.0.1,127.0.0.1,44920,8000,0x0010,
0.041561083,0.000019791,1711,127.0.0.1,127.0.0.1,8000,44920,0x0018,
0.041563708,0.000002625,66,127.0.0.1,127.0.0.1,44920,8000,0x0010,
0.041579500,0.000015792,66,127.0.0.1,127.0.0.1,8000,44920,0x0011,
0.041610083,0.000030583,66,127.0.0.1,127.0.0.1,44920,8000,0x0011,
0.041631958,0.000021875,66,127.0.0.1,127.0.0.1,8000,44920,0x0010,
0.046619542,0.004987584,74,127.0.0.1,127.0.0.1,44934,8000,0x0002,
0.046651750,0.000032208,74,127.0.0.1,127.0.0.1,8000,44934,0x0012,
0.046658667,0.000006917,66,127.0.0.1,127.0.0.1,44934,8000,0x0010,
0.046697750,0.000039083,163,127.0.0.1,127.0.0.1,44934,8000,0x0018,
0.046700542,0.000002792,66,127.0.0.1,127.0.0.1,8000,44934,0x0010,
0.047259125,0.000558583,222,127.0.0.1,127.0.0.1,8000,44934,0x0018,
0.047268583,0.000009458,66,127.0.0.1,127.0.0.1,44934,8000,0x0010,
0.047279125,0.000010542,1711,127.0.0.1,127.0.0.1,8000,44934,0x0018,
0.047281208,0.000002083,66,127.0.0.1,127.0.0.1,44934,8000,0x0010,
0.047295167,0.000013959,66,127.0.0.1,127.0.0.1,8000,44934,0x0011,
0.047324000,0.000028833,66,127.0.0.1,127.0.0.1,44934,8000,0x0011,
0.047333583,0.000009583,66,127.0.0.1,127.0.0.1,8000,44934,0x0010,
0.053396667,0.006063084,74,127.0.0.1,127.0.0.1,44940,8000,0x0002,
0.053406958,0.000010291,74,127.0.0.1,127.0.0.1,8000,44940,0x0012,
0.053414458,0.000007500,66,127.0.0.1,127.0.0.1,44940,8000,0x0010,
0.053455375,0.000040917,163,127.0.0.1,127.0.0.1,44940,8000,0x0018,
0.053458000,0.000002625,66,127.0.0.1,127.0.0.1,8000,44940,0x0010,
0.054173667,0.000715667,222,127.0.0.1,127.0.0.1,8000,44940,0x0018,
0.054183917,0.000010250,66,127.0.0.1,127.0.0.1,44940,8000,0x0010,
0.054196250,0.000012333,1711,127.0.0.1,127.0.0.1,8000,44940,0x0018,
0.054198708,0.000002458,66,127.0.0.1,127.0.0.1,44940,8000,0x0010,
0.054214500,0.000015792,66,127.0.0.1,127.0.0.1,8000,44940,0x0011,
0.054237333,0.000022833,66,127.0.0.1,127.0.0.1,44940,8000,0x0011,
0.054244500,0.000007167,66,127.0.0.1,127.0.0.1,8000,44940,0x0010,
0.059046542,0.004802042,74,127.0.0.1,127.0.0.1,44946,8000,0x0002,
0.059053917,0.000007375,74,127.0.0.1,127.0.0.1,8000,44946,0x0012,
0.059058917,0.000005000,66,127.0.0.1,127.0.0.1,44946,8000,0x0010,
0.059093958,0.000035041,163,127.0.0.1,127.0.0.1,44946,8000,0x0018,
0.059096167,0.000002209,66,127.0.0.1,127.0.0.1,8000,44946,0x0010,
0.059591500,0.000495333,222,127.0.0.1,127.0.0.1,8000,44946,0x0018,
0.059608625,0.000017125,66,127.0.0.1,127.0.0.1,44946,8000,0x0010,
0.059620083,0.000011458,1711,127.0.0.1,127.0.0.1,8000,44946,0x0018,
0.059622292,0.000002209,66,127.0.0.1,127.0.0.1,44946,8000,0x0010,
0.059635292,0.000013000,66,127.0.0.1,127.0.0.1,8000,44946,0x0011,
0.059650125,0.000014833,66,127.0.0.1,127.0.0.1,44946,8000,0x0011,
0.059656750,0.000006625,66,127.0.0.1,127.0.0.1,8000,44946,0x0010,
0.063530792,0.003874042,74,127.0.0.1,127.0.0.1,44948,8000,0x0002,
0.063538500,0.000007708,74,127.0.0.1,127.0.0.1,8000,44948,0x0012,
0.063543125,0.000004625,66,127.0.0.1,127.0.0.1,44948,8000,0x0010,
0.063577917,0.000034792,163,127.0.0.1,127.0.0.1,44948,8000,0x0018,
0.063580750,0.000002833,66,127.0.0.1,127.0.0.1,8000,44948,0x0010,
0.064125875,0.000545125,222,127.0.0.1,127.0.0.1,8000,44948,0x0018,
0.064136333,0.000010458,66,127.0.0.1,127.0.0.1,44948,8000,0x0010,
0.064147958,0.000011625,1711,127.0.0.1,127.0.0.1,8000,44948,0x0018,
0.064149750,0.000001792,66,127.0.0.1,127.0.0.1,44948,8000,0x0010,
0.064163083,0.000013333,66,127.0.0.1,127.0.0.1,8000,44948,0x0011,
0.064176375,0.000013292,66,127.0.0.1,127.0.0.1,44948,8000,0x0011,
0.064184542,0.000008167,66,127.0.0.1,127.0.0.1,8000,44948,0x0010,
0.069326083,0.005141541,74,127.0.0.1,127.0.0.1,44960,8000,0x0002,
0.069345750,0.000019667,74,127.0.0.1,127.0.0.1,8000,44960,0x0012,
0.069359750,0.000014000,66,127.0.0.1,127.0.0.1,44960,8000,0x0010,
0.069409750,0.000050000,163,127.0.0.1,127.0.0.1,44960,8000,0x0018,
0.069412833,0.000003083,66,127.0.0.1,127.0.0.1,8000,44960,0x0010,
0.069995500,0.000582667,222,127.0.0.1,127.0.0.1,8000,44960,0x0018,
0.070001833,0.000006333,66,127.0.0.1,127.0.0.1,44960,8000,0x0010,
0.070012333,0.000010500,1711,127.0.0.1,127.0.0.1,8000,44960,0x0018,
0.070014542,0.000002209,66,127.0.0.1,127.0.0.1,44960,8000,0x0010,
0.070029500,0.000014958,66,127.0.0.1,127.0.0.1,8000,44960,0x0011,
0.070107708,0.000078208,66,127.0.0.1,127.0.0.1,44960,8000,0x0011,
0.070114542,0.000006834,66,127.0.0.1,127.0.0.1,8000,44960,0x0010,
0.074226667,0.004112125,74,127.0.0.1,127.0.0.1,44966,8000,0x0002,
0.074233542,0.000006875,74,127.0.0.1,127.0.0.1,8000,44966,0x0012,
0.074238208,0.000004666,66,127.0.0.1,127.0.0.1,44966,8000,0x0010,
0.074271542,0.000033334,163,127.0.0.1,127.0.0.1,44966,8000,0x0018,
0.074273667,0.000002125,66,127.0.0.1,127.0.0.1,8000,44966,0x0010,
0.074753375,0.000479708,222,127.0.0.1,127.0.0.1,8000,44966,0x0018,
0.074763333,0.000009958,66,127.0.0.1,127.0.0.1,44966,8000,0x0010,
0.074772208,0.000008875,1711,127.0.0.1,127.0.0.1,8000,44966,0x0018,
0.074773917,0.000001709,66,127.0.0.1,127.0.0.1,44966,8000,0x0010,
0.074784417,0.000010500,66,127.0.0.1,127.0.0.1,8000,44966,0x0011,
0.074825500,0.000041083,66,127.0.0.1,127.0.0.1,44966,8000,0x0011,
0.074837000,0.000011500,66,127.0.0.1,127.0.0.1,8000,44966,0x0010,
0.078614625,0.003777625,74,127.0.0.1,127.0.0.1,44968,8000,0x0002,
0.078620833,0.000006208,74,127.0.0.1,127.0.0.1,8000,44968,0x0012,
0.078625417,0.000004584,66,127.0.0.1,127.0.0.1,44968,8000,0x0010,
0.078689042,0.000063625,163,127.0.0.1,127.0.0.1,44968,8000,0x0018,
0.078690958,0.000001916,66,127.0.0.1,127.0.0.1,8000,44968,0x0010,
0.079256083,0.000565125,222,127.0.0.1,127.0.0.1,8000,44968,0x0018,
0.079265208,0.000009125,66,127.0.0.1,127.0.0.1,44968,8000,0x0010,
0.079274167,0.000008959,1711,127.0.0.1,127.0.0.1,8000,44968,0x0018,
0.079275750,0.000001583,66,127.0.0.1,127.0.0.1,44968,8000,0x0010,
0.079286750,0.000011000,66,127.0.0.1,127.0.0.1,8000,44968,0x0011,
0.079321875,0.000035125,66,127.0.0.1,127.0.0.1,44968,8000,0x0011,
0.079328417,0.000006542,66,127.0.0.1,127.0.0.1,8000,44968,0x0010,
0.083955458,0.004627041,74,127.0.0.1,127.0.0.1,44972,8000,0x0002,
0.083979125,0.000023667,74,127.0.0.1,127.0.0.1,8000,44972,0x0012,
0.083986125,0.000007000,66,127.0.0.1,127.0.0.1,44972,8000,0x0010,
0.084123875,0.000137750,163,127.0.0.1,127.0.0.1,44972,8000,0x0018,
0.084126625,0.000002750,66,127.0.0.1,127.0.0.1,8000,44972,0x0010,
0.085099542,0.000972917,222,127.0.0.1,127.0.0.1,8000,44972,0x0018,
0.085120375,0.000020833,66,127.0.0.1,127.0.0.1,44972,8000,0x0010,
0.085136125,0.000015750,1711,127.0.0.1,127.0.0.1,8000,44972,0x0018,
0.085137958,0.000001833,66,127.0.0.1,127.0.0.1,44972,8000,0x0010,
0.085151500,0.000013542,66,127.0.0.1,127.0.0.1,8000,44972,0x0011,
0.085155375,0.000003875,66,127.0.0.1,127.0.0.1,44972,8000,0x0011,
0.085158125,0.000002750,66,127.0.0.1,127.0.0.1,8000,44972,0x0010,
0.085160042,0.000001917,66,127.0.0.1,127.0.0.1,44972,8000,0x0010,
0.089159542,0.003999500,74,127.0.0.1,127.0.0.1,44974,8000,0x0002,
0.089173750,0.000014208,74,127.0.0.1,127.0.0.1,8000,44974,0x0012,
0.089178583,0.000004833,66,127.0.0.1,127.0.0.1,44974,8000,0x0010,
0.089219625,0.000041042,163,127.0.0.1,127.0.0.1,44974,8000,0x0018,
0.089221667,0.000002042,66,127.0.0.1,127.0.0.1,8000,44974,0x0010,
0.089686583,0.000464916,222,127.0.0.1,127.0.0.1,8000,44974,0x0018,
0.089695750,0.000009167,66,127.0.0.1,127.0.0.1,44974,8000,0x0010,
0.089704667,0.000008917,1711,127.0.0.1,127.0.0.1,8000,44974,0x0018,
0.089706417,0.000001750,66,127.0.0.1,127.0.0.1,44974,8000,0x0010,
0.089717167,0.000010750,66,127.0.0.1,127.0.0.1,8000,44974,0x0011,
0.089743250,0.000026083,66,127.0.0.1,127.0.0.1,44974,8000,0x0011,
0.089748625,0.000005375,66,127.0.0.1,127.0.0.1,8000,44974,0x0010,
0.093324000,0.003575375,74,127.0.0.1,127.0.0.1,44980,8000,0x0002,
0.093328208,0.000004208,74,127.0.0.1,127.0.0.1,8000,44980,0x0012,
0.093331708,0.000003500,66,127.0.0.1,127.0.0.1,44980,8000,0x0010,
0.093361583,0.000029875,163,127.0.0.1,127.0.0.1,44980,8000,0x0018,
0.093363583,0.000002000,66,127.0.0.1,127.0.0.1,8000,44980,0x0010,
0.093881583,0.000518000,222,127.0.0.1,127.0.0.1,8000,44980,0x0018,
0.093890958,0.000009375,66,127.0.0.1,127.0.0.1,44980,8000,0x0010,
0.093899250,0.000008292,1711,127.0.0.1,127.0.0.1,8000,44980,0x0018,
0.093901083,0.000001833,66,127.0.0.1,127.0.0.1,44980,8000,0x0010,
0.093911250,0.000010167,66,127.0.0.1,127.0.0.1,8000,44980,0x0011,
0.093972958,0.000061708,66,127.0.0.1,127.0.0.1,44980,8000,0x0011,
0.093979250,0.000006292,66,127.0.0.1,127.0.0.1,8000,44980,0x0010,
0.097637958,0.003658708,74,127.0.0.1,127.0.0.1,44996,8000,0x0002,
0.097645208,0.000007250,74,127.0.0.1,127.0.0.1,8000,44996,0x0012,
0.097650083,0.000004875,66,127.0.0.1,127.0.0.1,44996,8000,0x0010,
0.097683958,0.000033875,163,127.0.0.1,127.0.0.1,44996,8000,0x0018,
0.097686542,0.000002584,66,127.0.0.1,127.0.0.1,8000,44996,0x0010,
0.098176333,0.000489791,222,127.0.0.1,127.0.0.1,8000,44996,0x0018,
0.098187458,0.000011125,66,127.0.0.1,127.0.0.1,44996,8000,0x0010,
0.098198583,0.000011125,1711,127.0.0.1,127.0.0.1,8000,44996,0x0018,
0.098200500,0.000001917,66,127.0.0.1,127.0.0.1,44996,8000,0x0010,
0.098212708,0.000012208,66,127.0.0.1,127.0.0.1,8000,44996,0x0011,
0.098238333,0.000025625,66,127.0.0.1,127.0.0.1,44996,8000,0x0011,
0.098244000,0.000005667,66,127.0.0.1,127.0.0.1,8000,44996,0x0010,
0.102410333,0.004166333,74,127.0.0.1,127.0.0.1,45002,8000,0x0002,
0.102418792,0.000008459,74,127.0.0.1,127.0.0.1,8000,45002,0x0012,
0.102425042,0.000006250,66,127.0.0.1,127.0.0.1,45002,8000,0x0010,
0.102464667,0.000039625,163,127.0.0.1,127.0.0.1,45002,8000,0x0018,
0.102467333,0.000002666,66,127.0.0.1,127.0.0.1,8000,45002,0x0010,
0.103076083,0.000608750,222,127.0.0.1,127.0.0.1,8000,45002,0x0018,
0.103086500,0.000010417,66,127.0.0.1,127.0.0.1,45002,8000,0x0010,
0.103096042,0.000009542,1711,127.0.0.1,127.0.0.1,8000,45002,0x0018,
0.103097958,0.000001916,66,127.0.0.1,127.0.0.1,45002,8000,0x0010,
0.103110583,0.000012625,66,127.0.0.1,127.0.0.1,8000,45002,0x0011,
0.103124542,0.000013959,66,127.0.0.1,127.0.0.1,45002,8000,0x0011,
0.103131333,0.000006791,66,127.0.0.1,127.0.0.1,8000,45002,0x0010,
0.106562667,0.003431334,74,127.0.0.1,127.0.0.1,45006,8000,0x0002,
0.106566917,0.000004250,74,127.0.0.1,127.0.0.1,8000,45006,0x0012,
0.106570333,0.000003416,66,127.0.0.1,127.0.0.1,45006,8000,0x0010,
0.106599250,0.000028917,163,127.0.0.1,127.0.0.1,45006,8000,0x0018,
0.106600958,0.000001708,66,127.0.0.1,127.0.0.1,8000,45006,0x0010,
0.107162417,0.000561459,222,127.0.0.1,127.0.0.1,8000,45006,0x0018,
0.107173292,0.000010875,66,127.0.0.1,127.0.0.1,45006,8000,0x0010,
0.107181458,0.000008166,1711,127.0.0.1,127.0.0.1,8000,45006,0x0018,
0.107183042,0.000001584,66,127.0.0.1,127.0.0.1,45006,8000,0x0010,
0.107192917,0.000009875,66,127.0.0.1,127.0.0.1,8000,45006,0x0011,
0.107208625,0.000015708,66,127.0.0.1,127.0.0.1,45006,8000,0x0011,
0.107213750,0.000005125,66,127.0.0.1,127.0.0.1,8000,45006,0x0010,
0.110535958,0.003322208,74,127.0.0.1,127.0.0.1,45020,8000,0x0002,
0.110540417,0.000004459,74,127.0.0.1,127.0.0.1,8000,45020,0x0012,
0.110544167,0.000003750,66,127.0.0.1,127.0.0.1,45020,8000,0x0010,
0.110572167,0.000028000,163,127.0.0.1,127.0.0.1,45020,8000,0x0018,
0.110573917,0.000001750,66,127.0.0.1,127.0.0.1,8000,45020,0x0010,
0.111184625,0.000610708,222,127.0.0.1,127.0.0.1,8000,45020,0x0018,
0.111195667,0.000011042,66,127.0.0.1,127.0.0.1,45020,8000,0x0010,
0.111205167,0.000009500,1711,127.0.0.1,127.0.0.1,8000,45020,0x0018,
0.111207000,0.000001833,66,127.0.0.1,127.0.0.1,45020,8000,0x0010,
0.111218708,0.000011708,66,127.0.0.1,127.0.0.1,8000,45020,0x0011,
0.111230833,0.000012125,66,127.0.0.1,127.0.0.1,45020,8000,0x0011,
0.111236375,0.000005542,66,127.0.0.1,127.0.0.1,8000,45020,0x0010,
0.115986833,0.004750458,74,127.0.0.1,127.0.0.1,45030,8000,0x0002,
0.115995417,0.000008584,74,127.0.0.1,127.0.0.1,8000,45030,0x0012,
0.116001250,0.000005833,66,127.0.0.1,127.0.0.1,45030,8000,0x0010,
0.116038208,0.000036958,163,127.0.0.1,127.0.0.1,45030,8000,0x0018,
0.116040833,0.000002625,66,127.0.0.1,127.0.0.1,8000,45030,0x0010,
0.116912208,0.000871375,222,127.0.0.1,127.0.0.1,8000,45030,0x0018,
0.116921792,0.000009584,66,127.0.0.1,127.0.0.1,45030,8000,0x0010,
0.116932167,0.000010375,1711,127.0.0.1,127.0.0.1,8000,45030,0x0018,
0.116934125,0.000001958,66,127.0.0.1,127.0.0.1,45030,8000,0x0010,
0.116948542,0.000014417,66,127.0.0.1,127.0.0.1,8000,45030,0x0011,
0.116966250,0.000017708,66,127.0.0.1,127.0.0.1,45030,8000,0x0011,
0.116974917,0.000008667,66,127.0.0.1,127.0.0.1,8000,45030,0x0010,
0.121052667,0.004077750,74,127.0.0.1,127.0.0.1,45044,8000,0x0002,
0.121058333,0.000005666,74,127.0.0.1,127.0.0.1,8000,45044,0x0012,
0.121062000,0.000003667,66,127.0.0.1,127.0.0.1,45044,8000,0x0010,
0.121091083,0.000029083,163,127.0.0.1,127.0.0.1,45044,8000,0x0018,
0.121092917,0.000001834,66,127.0.0.1,127.0.0.1,8000,45044,0x0010,
0.121528875,0.000435958,222,127.0.0.1,127.0.0.1,8000,45044,0x0018,
0.121537375,0.000008500,66,127.0.0.1,127.0.0.1,45044,8000,0x0010,
0.121545667,0.000008292,1711,127.0.0.1,127.0.0.1,8000,45044,0x0018,
0.121547458,0.000001791,66,127.0.0.1,127.0.0.1,45044,8000,0x0010,
0.121558167,0.000010709,66,127.0.0.1,127.0.0.1,8000,45044,0x0011,
0.121583000,0.000024833,66,127.0.0.1,127.0.0.1,45044,8000,0x0011,
0.121588917,0.000005917,66,127.0.0.1,127.0.0.1,8000,45044,0x0010,
0.125110250,0.003521333,74,127.0.0.1,127.0.0.1,45048,8000,0x0002,
0.125114917,0.000004667,74,127.0.0.1,127.0.0.1,8000,45048,0x0012,
0.125118500,0.000003583,66,127.0.0.1,127.0.0.1,45048,8000,0x0010,
0.125144417,0.000025917,163,127.0.0.1,127.0.0.1,45048,8000,0x0018,
0.125146250,0.000001833,66,127.0.0.1,127.0.0.1,8000,45048,0x0010,
0.125652125,0.000505875,222,127.0.0.1,127.0.0.1,8000,45048,0x0018,
0.125661250,0.000009125,66,127.0.0.1,127.0.0.1,45048,8000,0x0010,
0.125669583,0.000008333,1711,127.0.0.1,127.0.0.1,8000,45048,0x0018,
0.125671333,0.000001750,66,127.0.0.1,127.0.0.1,45048,8000,0x0010,
0.125681458,0.000010125,66,127.0.0.1,127.0.0.1,8000,45048,0x0011,
0.125808875,0.000127417,66,127.0.0.1,127.0.0.1,45048,8000,0x0011,
0.125814417,0.000005542,66,127.0.0.1,127.0.0.1,8000,45048,0x0010,
0.129632000,0.003817583,74,127.0.0.1,127.0.0.1,45052,8000,0x0002,
0.129637833,0.000005833,74,127.0.0.1,127.0.0.1,8000,45052,0x0012,
0.129641500,0.000003667,66,127.0.0.1,127.0.0.1,45052,8000,0x0010,
0.129671750,0.000030250,163,127.0.0.1,127.0.0.1,45052,8000,0x0018,
0.129673708,0.000001958,66,127.0.0.1,127.0.0.1,8000,45052,0x0010,
0.130231750,0.000558042,222,127.0.0.1,127.0.0.1,8000,45052,0x0018,
0.130240458,0.000008708,66,127.0.0.1,127.0.0.1,45052,8000,0x0010,
0.130249000,0.000008542,1711,127.0.0.1,127.0.0.1,8000,45052,0x0018,
0.130250708,0.000001708,66,127.0.0.1,127.0.0.1,45052,8000,0x0010,
0.130262125,0.000011417,66,127.0.0.1,127.0.0.1,8000,45052,0x0011,
0.130275625,0.000013500,66,127.0.0.1,127.0.0.1,45052,8000,0x0011,
0.130281292,0.000005667,66,127.0.0.1,127.0.0.1,8000,45052,0x0010,
0.134346042,0.004064750,74,127.0.0.1,127.0.0.1,45068,8000,0x0002,
0.134354500,0.000008458,74,127.0.0.1,127.0.0.1,8000,45068,0x0012,
0.134360250,0.000005750,66,127.0.0.1,127.0.0.1,45068,8000,0x0010,
0.134396708,0.000036458,163,127.0.0.1,127.0.0.1,45068,8000,0x0018,
0.134398875,0.000002167,66,127.0.0.1,127.0.0.1,8000,45068,0x0010,
0.135039417,0.000640542,222,127.0.0.1,127.0.0.1,8000,45068,0x0018,
0.135051667,0.000012250,66,127.0.0.1,127.0.0.1,45068,8000,0x0010,
0.135061917,0.000010250,1711,127.0.0.1,127.0.0.1,8000,45068,0x0018,
0.135063917,0.000002000,66,127.0.0.1,127.0.0.1,45068,8000,0x0010,
0.135076917,0.000013000,66,127.0.0.1,127.0.0.1,8000,45068,0x0011,
0.135090167,0.000013250,66,127.0.0.1,127.0.0.1,45068,8000,0x0011,
0.135097958,0.000007791,66,127.0.0.1,127.0.0.1,8000,45068,0x0010,
0.138558625,0.003460667,74,127.0.0.1,127.0.0.1,45074,8000,0x0002,
0.138562875,0.000004250,74,127.0.0.1,127.0.0.1,8000,45074,0x0012,
0.138566208,0.000003333,66,127.0.0.1,127.0.0.1,45074,8000,0x0010,
0.138598583,0.000032375,163,127.0.0.1,127.0.0.1,45074,8000,0x0018,
0.138600375,0.000001792,66,127.0.0.1,127.0.0.1,8000,45074,0x0010,
0.139169458,0.000569083,222,127.0.0.1,127.0.0.1,8000,45074,0x0018,
0.139183083,0.000013625,66,127.0.0.1,127.0.0.1,45074,8000,0x0010,
0.139191500,0.000008417,1711,127.0.0.1,127.0.0.1,8000,45074,0x0018,
0.139193208,0.000001708,66,127.0.0.1,127.0.0.1,45074,8000,0x0010,
0.139203625,0.000010417,66,127.0.0.1,127.0.0.1,8000,45074,0x0011,
0.139220667,0.000017042,66,127.0.0.1,127.0.0.1,45074,8000,0x0011,
0.139226083,0.000005416,66,127.0.0.1,127.0.0.1,8000,45074,0x0010,
0.142621542,0.003395459,74,127.0.0.1,127.0.0.1,45086,8000,0x0002,
0.142625667,0.000004125,74,127.0.0.1,127.0.0.1,8000,45086,0x0012,
0.142658667,0.000033000,66,127.0.0.1,127.0.0.1,45086,8000,0x0010,
0.142681750,0.000023083,163,127.0.0.1,127.0.0.1,45086,8000,0x0018,
0.142683625,0.000001875,66,127.0.0.1,127.0.0.1,8000,45086,0x0010,
0.143147000,0.000463375,222,127.0.0.1,127.0.0.1,8000,45086,0x0018,
0.143156208,0.000009208,66,127.0.0.1,127.0.0.1,45086,8000,0x0010,
0.143164667,0.000008459,1711,127.0.0.1,127.0.0.1,8000,45086,0x0018,
0.143166417,0.000001750,66,127.0.0.1,127.0.0.1,45086,8000,0x0010,
0.143176958,0.000010541,66,127.0.0.1,127.0.0.1,8000,45086,0x0011,
0.143192167,0.000015209,66,127.0.0.1,127.0.0.1,45086,8000,0x0011,
0.143197833,0.000005666,66,127.0.0.1,127.0.0.1,8000,45086,0x0010,
0.146535167,0.003337334,74,127.0.0.1,127.0.0.1,45102,8000,0x0002,
0.146540708,0.000005541,74,127.0.0.1,127.0.0.1,8000,45102,0x0012,
0.146544125,0.000003417,66,127.0.0.1,127.0.0.1,45102,8000,0x0010,
0.146574750,0.000030625,163,127.0.0.1,127.0.0.1,45102,8000,0x0018,
0.146576625,0.000001875,66,127.0.0.1,127.0.0.1,8000,45102,0x0010,
0.147631333,0.001054708,222,127.0.0.1,127.0.0.1,8000,45102,0x0018,
0.147659292,0.000027959,66,127.0.0.1,127.0.0.1,45102,8000,0x0010,
0.147676000,0.000016708,1711,127.0.0.1,127.0.0.1,8000,45102,0x0018,
0.147678750,0.000002750,66,127.0.0.1,127.0.0.1,45102,8000,0x0010,
0.147754167,0.000075417,66,127.0.0.1,127.0.0.1,8000,45102,0x0011,
0.147778792,0.000024625,66,127.0.0.1,127.0.0.1,45102,8000,0x0011,
0.147787208,0.000008416,66,127.0.0.1,127.0.0.1,8000,45102,0x0010,
0.152160083,0.004372875,74,127.0.0.1,127.0.0.1,45114,8000,0x0002,
0.152168292,0.000008209,74,127.0.0.1,127.0.0.1,8000,45114,0x0012,
0.152173917,0.000005625,66,127.0.0.1,127.0.0.1,45114,8000,0x0010,
0.152206833,0.000032916,163,127.0.0.1,127.0.0.1,45114,8000,0x0018,
