flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-1828-127.0.0.1-41003-tcp,127.0.0.1,1828,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.004043162,0.004043162,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1022-tcp,127.0.0.1,41003,127.0.0.1,1022,tcp,1,58,58.0,0.0,58,58,2.625e-06,0.0,2.625e-06,2.625e-06,0.004045787,0.004045787,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1022-127.0.0.1-41003-tcp,127.0.0.1,1022,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.5e-06,0.0,1.5e-06,1.5e-06,0.004047287,0.004047287,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-634-tcp,127.0.0.1,41003,127.0.0.1,634,tcp,1,58,58.0,0.0,58,58,4e-06,0.0,4e-06,4e-06,0.004051287,0.004051287,0.0,0,0,0,0,0,0,0,0
127.0.0.1-634-127.0.0.1-41003-tcp,127.0.0.1,634,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.916e-06,0.0,1.916e-06,1.916e-06,0.004053203,0.004053203,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1440-tcp,127.0.0.1,41003,127.0.0.1,1440,tcp,1,58,58.0,0.0,58,58,3.292e-06,0.0,3.292e-06,3.292e-06,0.004056495,0.004056495,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1440-127.0.0.1-41003-tcp,127.0.0.1,1440,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,2.125e-06,0.0,2.125e-06,2.125e-06,0.00405862,0.00405862,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1731-tcp,127.0.0.1,41003,127.0.0.1,1731,tcp,1,58,58.0,0.0,58,58,3.958e-06,0.0,3.958e-06,3.958e-06,0.004062578,0.004062578,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1731-127.0.0.1-41003-tcp,127.0.0.1,1731,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.417e-06,0.0,1.417e-06,1.417e-06,0.004063995,0.004063995,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1703-tcp,127.0.0.1,41003,127.0.0.1,1703,tcp,1,58,58.0,0.0,58,58,3.125e-06,0.0,3.125e-06,3.125e-06,0.00406712,0.00406712,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1703-127.0.0.1-41003-tcp,127.0.0.1,1703,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.458e-06,0.0,1.458e-06,1.458e-06,0.004068578,0.004068578,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-835-tcp,127.0.0.1,41003,127.0.0.1,835,tcp,1,58,58.0,0.0,58,58,4.375e-06,0.0,4.375e-06,4.375e-06,0.004072953,0.004072953,0.0,0,0,0,0,0,0,0,0
127.0.0.1-835-127.0.0.1-41003-tcp,127.0.0.1,835,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.333e-06,0.0,1.333e-06,1.333e-06,0.004074286,0.004074286,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1674-tcp,127.0.0.1,41003,127.0.0.1,1674,tcp,1,58,58.0,0.0,58,58,3e-06,0.0,3e-06,3e-06,0.004077286,0.004077286,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1674-127.0.0.1-41003-tcp,127.0.0.1,1674,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.417e-06,0.0,1.417e-06,1.417e-06,0.004078703,0.004078703,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1304-tcp,127.0.0.1,41003,127.0.0.1,1304,tcp,1,58,58.0,0.0,58,58,0.00012158,0.0,0.00012158,0.00012158,0.004200283,0.004200283,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1304-127.0.0.1-41003-tcp,127.0.0.1,1304,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.004201992,0.004201992,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-342-tcp,127.0.0.1,41003,127.0.0.1,342,tcp,1,58,58.0,0.0,58,58,3.5e-06,0.0,3.5e-06,3.5e-06,0.004205492,0.004205492,0.0,0,0,0,0,0,0,0,0
