frame.time_relative,frame.time_delta,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,udp.length
0.049531806,0.000040999,163,127.0.0.1,127.0.0.1,45978,8000,0x0018,
0.049534348,0.000002542,66,127.0.0.1,127.0.0.1,8000,45978,0x0010,
0.050348205,0.000813857,222,127.0.0.1,127.0.0.1,8000,45978,0x0018,
0.050358205,0.000010000,66,127.0.0.1,127.0.0.1,45978,8000,0x0010,
0.050370204,0.000011999,1711,127.0.0.1,127.0.0.1,8000,45978,0x0018,
0.050372329,0.000002125,66,127.0.0.1,127.0.0.1,45978,8000,0x0010,
0.050387496,0.000015167,66,127.0.0.1,127.0.0.1,8000,45978,0x0011,
0.050435911,0.000048415,66,127.0.0.1,127.0.0.1,45978,8000,0x0011,
0.050443578,0.000007667,66,127.0.0.1,127.0.0.1,8000,45978,0x0010,
0.055275553,0.004831975,74,127.0.0.1,127.0.0.1,45988,8000,0x0002,
0.055299635,0.000024082,74,127.0.0.1,127.0.0.1,8000,45988,0x0012,
0.055307010,0.000007375,66,127.0.0.1,127.0.0.1,45988,8000,0x0010,
0.055498798,0.000191788,163,127.0.0.1,127.0.0.1,45988,8000,0x0018,
0.055502506,0.000003708,66,127.0.0.1,127.0.0.1,8000,45988,0x0010,
0.056114992,0.000612486,222,127.0.0.1,127.0.0.1,8000,45988,0x0018,
0.056126742,0.000011750,66,127.0.0.1,127.0.0.1,45988,8000,0x0010,
0.056139450,0.000012708,1711,127.0.0.1,127.0.0.1,8000,45988,0x0018,
0.056141575,0.000002125,66,127.0.0.1,127.0.0.1,45988,8000,0x0010,
0.056156783,0.000015208,66,127.0.0.1,127.0.0.1,8000,45988,0x0011,
0.056175699,0.000018916,66,127.0.0.1,127.0.0.1,45988,8000,0x0011,
0.056183991,0.000008292,66,127.0.0.1,127.0.0.1,8000,45988,0x0010,
0.061028882,0.004844891,74,127.0.0.1,127.0.0.1,46000,8000,0x0002,
0.061050881,0.000021999,74,127.0.0.1,127.0.0.1,8000,46000,0x0012,
0.061057965,0.000007084,66,127.0.0.1,127.0.0.1,46000,8000,0x0010,
0.061100380,0.000042415,163,127.0.0.1,127.0.0.1,46000,8000,0x0018,
0.061103130,0.000002750,66,127.0.0.1,127.0.0.1,8000,46000,0x0010,
0.062025735,0.000922605,222,127.0.0.1,127.0.0.1,8000,46000,0x0018,
0.062050526,0.000024791,66,127.0.0.1,127.0.0.1,46000,8000,0x0010,
0.062068650,0.000018124,1711,127.0.0.1,127.0.0.1,8000,46000,0x0018,
0.062070567,0.000001917,66,127.0.0.1,127.0.0.1,46000,8000,0x0010,
0.062086900,0.000016333,66,127.0.0.1,127.0.0.1,8000,46000,0x0011,
0.062088983,0.000002083,66,127.0.0.1,127.0.0.1,46000,8000,0x0011,
0.062092108,0.000003125,66,127.0.0.1,127.0.0.1,8000,46000,0x0010,
0.062094233,0.000002125,66,127.0.0.1,127.0.0.1,46000,8000,0x0010,
0.066426053,0.004331820,74,127.0.0.1,127.0.0.1,46016,8000,0x0002,
0.066433844,0.000007791,74,127.0.0.1,127.0.0.1,8000,46016,0x0012,
0.066438886,0.000005042,66,127.0.0.1,127.0.0.1,46016,8000,0x0010,
0.066476843,0.000037957,163,127.0.0.1,127.0.0.1,46016,8000,0x0018,
0.066479176,0.000002333,66,127.0.0.1,127.0.0.1,8000,46016,0x0010,
0.067313658,0.000834482,222,127.0.0.1,127.0.0.1,8000,46016,0x0018,
0.067324657,0.000010999,66,127.0.0.1,127.0.0.1,46016,8000,0x0010,
0.067334991,0.000010334,1711,127.0.0.1,127.0.0.1,8000,46016,0x0018,
0.067336907,0.000001916,66,127.0.0.1,127.0.0.1,46016,8000,0x0010,
0.067350490,0.000013583,66,127.0.0.1,127.0.0.1,8000,46016,0x0011,
0.067372823,0.000022333,66,127.0.0.1,127.0.0.1,46016,8000,0x0011,
0.067379240,0.000006417,66,127.0.0.1,127.0.0.1,8000,46016,0x0010,
0.072358503,0.004979263,74,127.0.0.1,127.0.0.1,46028,8000,0x0002,
0.072367961,0.000009458,74,127.0.0.1,127.0.0.1,8000,46028,0x0012,
0.072374211,0.000006250,66,127.0.0.1,127.0.0.1,46028,8000,0x0010,
0.072418210,0.000043999,163,127.0.0.1,127.0.0.1,46028,8000,0x0018,
0.072420752,0.000002542,66,127.0.0.1,127.0.0.1,8000,46028,0x0010,
0.073037446,0.000616694,222,127.0.0.1,127.0.0.1,8000,46028,0x0018,
0.073046738,0.000009292,66,127.0.0.1,127.0.0.1,46028,8000,0x0010,
0.073057571,0.000010833,1711,127.0.0.1,127.0.0.1,8000,46028,0x0018,
0.073059654,0.000002083,66,127.0.0.1,127.0.0.1,46028,8000,0x0010,
0.073073945,0.000014291,66,127.0.0.1,127.0.0.1,8000,46028,0x0011,
0.073083820,0.000009875,66,127.0.0.1,127.0.0.1,46028,8000,0x0011,
0.073091528,0.000007708,66,127.0.0.1,127.0.0.1,8000,46028,0x0010,
0.077465388,0.004373860,74,127.0.0.1,127.0.0.1,46038,8000,0x0002,
0.077489888,0.000024500,74,127.0.0.1,127.0.0.1,8000,46038,0x0012,
0.077495596,0.000005708,66,127.0.0.1,127.0.0.1,46038,8000,0x0010,
0.077534429,0.000038833,163,127.0.0.1,127.0.0.1,46038,8000,0x0018,
0.077536804,0.000002375,66,127.0.0.1,127.0.0.1,8000,46038,0x0010,
0.078033167,0.000496363,222,127.0.0.1,127.0.0.1,8000,46038,0x0018,
0.078042917,0.000009750,66,127.0.0.1,127.0.0.1,46038,8000,0x0010,
0.078051625,0.000008708,1711,127.0.0.1,127.0.0.1,8000,46038,0x0018,
0.078053084,0.000001459,66,127.0.0.1,127.0.0.1,46038,8000,0x0010,
0.078062833,0.000009749,66,127.0.0.1,127.0.0.1,8000,46038,0x0011,
0.078099958,0.000037125,66,127.0.0.1,127.0.0.1,46038,8000,0x0011,
0.078106832,0.000006874,66,127.0.0.1,127.0.0.1,8000,46038,0x0010,
0.082945974,0.004839142,74,127.0.0.1,127.0.0.1,46050,8000,0x0002,
0.082953432,0.000007458,74,127.0.0.1,127.0.0.1,8000,46050,0x0012,
0.082958099,0.000004667,66,127.0.0.1,127.0.0.1,46050,8000,0x0010,
0.082990348,0.000032249,163,127.0.0.1,127.0.0.1,46050,8000,0x0018,
0.082992306,0.000001958,66,127.0.0.1,127.0.0.1,8000,46050,0x0010,
0.083578668,0.000586362,222,127.0.0.1,127.0.0.1,8000,46050,0x0018,
0.083587751,0.000009083,66,127.0.0.1,127.0.0.1,46050,8000,0x0010,
0.083599626,0.000011875,1711,127.0.0.1,127.0.0.1,8000,46050,0x0018,
0.083601543,0.000001917,66,127.0.0.1,127.0.0.1,46050,8000,0x0010,
0.083615334,0.000013791,66,127.0.0.1,127.0.0.1,8000,46050,0x0011,
0.083663541,0.000048207,66,127.0.0.1,127.0.0.1,46050,8000,0x0011,
0.083669958,0.000006417,66,127.0.0.1,127.0.0.1,8000,46050,0x0010,
0.087490330,0.003820372,74,127.0.0.1,127.0.0.1,46058,8000,0x0002,
0.087498372,0.000008042,74,127.0.0.1,127.0.0.1,8000,46058,0x0012,
0.087503372,0.000005000,66,127.0.0.1,127.0.0.1,46058,8000,0x0010,
0.087537163,0.000033791,163,127.0.0.1,127.0.0.1,46058,8000,0x0018,
0.087539621,0.000002458,66,127.0.0.1,127.0.0.1,8000,46058,0x0010,
0.088550182,0.001010561,222,127.0.0.1,127.0.0.1,8000,46058,0x0018,
0.088559848,0.000009666,66,127.0.0.1,127.0.0.1,46058,8000,0x0010,
0.088570098,0.000010250,1711,127.0.0.1,127.0.0.1,8000,46058,0x0018,
0.088571973,0.000001875,66,127.0.0.1,127.0.0.1,46058,8000,0x0010,
0.088585806,0.000013833,66,127.0.0.1,127.0.0.1,8000,46058,0x0011,
0.088608514,0.000022708,66,127.0.0.1,127.0.0.1,46058,8000,0x0011,
0.088616597,0.000008083,66,127.0.0.1,127.0.0.1,8000,46058,0x0010,
0.093118288,0.004501691,74,127.0.0.1,127.0.0.1,46066,8000,0x0002,
0.093129662,0.000011374,74,127.0.0.1,127.0.0.1,8000,46066,0x0012,
0.093137204,0.000007542,66,127.0.0.1,127.0.0.1,46066,8000,0x0010,
0.093192911,0.000055707,163,127.0.0.1,127.0.0.1,46066,8000,0x0018,
0.093195744,0.000002833,66,127.0.0.1,127.0.0.1,8000,46066,0x0010,
0.093876146,0.000680402,222,127.0.0.1,127.0.0.1,8000,46066,0x0018,
0.093901520,0.000025374,66,127.0.0.1,127.0.0.1,46066,8000,0x0010,
0.093916811,0.000015291,1711,127.0.0.1,127.0.0.1,8000,46066,0x0018,
0.093919103,0.000002292,66,127.0.0.1,127.0.0.1,46066,8000,0x0010,
0.093934978,0.000015875,66,127.0.0.1,127.0.0.1,8000,46066,0x0011,
0.093956019,0.000021041,66,127.0.0.1,127.0.0.1,46066,8000,0x0011,
0.093964644,0.000008625,66,127.0.0.1,127.0.0.1,8000,46066,0x0010,
0.105021729,0.011057085,74,127.0.0.1,127.0.0.1,46068,8000,0x0002,
0.105031062,0.000009333,74,127.0.0.1,127.0.0.1,8000,46068,0x0012,
0.105037104,0.000006042,66,127.0.0.1,127.0.0.1,46068,8000,0x0010,
0.105082894,0.000045790,163,127.0.0.1,127.0.0.1,46068,8000,0x0018,
0.105086603,0.000003709,66,127.0.0.1,127.0.0.1,8000,46068,0x0010,
0.105980291,0.000893688,222,127.0.0.1,127.0.0.1,8000,46068,0x0018,
0.106173287,0.000192996,66,127.0.0.1,127.0.0.1,46068,8000,0x0010,
0.106257868,0.000084581,1711,127.0.0.1,127.0.0.1,8000,46068,0x0018,
0.106260576,0.000002708,66,127.0.0.1,127.0.0.1,46068,8000,0x0010,
0.106280493,0.000019917,66,127.0.0.1,127.0.0.1,8000,46068,0x0011,
0.106282242,0.000001749,66,127.0.0.1,127.0.0.1,46068,8000,0x0011,
0.106285409,0.000003167,66,127.0.0.1,127.0.0.1,8000,46068,0x0010,
0.106287159,0.000001750,66,127.0.0.1,127.0.0.1,46068,8000,0x0010,
0.111043761,0.004756602,74,127.0.0.1,127.0.0.1,46082,8000,0x0002,
0.111056010,0.000012249,74,127.0.0.1,127.0.0.1,8000,46082,0x0012,
0.111066135,0.000010125,66,127.0.0.1,127.0.0.1,46082,8000,0x0010,
0.111107968,0.000041833,163,127.0.0.1,127.0.0.1,46082,8000,0x0018,
0.111111426,0.000003458,66,127.0.0.1,127.0.0.1,8000,46082,0x0010,
0.111738912,0.000627486,222,127.0.0.1,127.0.0.1,8000,46082,0x0018,
0.111747245,0.000008333,66,127.0.0.1,127.0.0.1,46082,8000,0x0010,
0.111758203,0.000010958,1711,127.0.0.1,127.0.0.1,8000,46082,0x0018,
0.111760078,0.000001875,66,127.0.0.1,127.0.0.1,46082,8000,0x0010,
0.111773994,0.000013916,66,127.0.0.1,127.0.0.1,8000,46082,0x0011,
0.111785119,0.000011125,66,127.0.0.1,127.0.0.1,46082,8000,0x0011,
0.111792119,0.000007000,66,127.0.0.1,127.0.0.1,8000,46082,0x0010,
0.116020024,0.004227905,74,127.0.0.1,127.0.0.1,46098,8000,0x0002,
0.116030149,0.000010125,74,127.0.0.1,127.0.0.1,8000,46098,0x0012,
0.116038274,0.000008125,66,127.0.0.1,127.0.0.1,46098,8000,0x0010,
0.116095731,0.000057457,163,127.0.0.1,127.0.0.1,46098,8000,0x0018,
0.116099772,0.000004041,66,127.0.0.1,127.0.0.1,8000,46098,0x0010,
0.116717134,0.000617362,222,127.0.0.1,127.0.0.1,8000,46098,0x0018,
0.116726133,0.000008999,66,127.0.0.1,127.0.0.1,46098,8000,0x0010,
0.116738841,0.000012708,1711,127.0.0.1,127.0.0.1,8000,46098,0x0018,
0.116740966,0.000002125,66,127.0.0.1,127.0.0.1,46098,8000,0x0010,
0.116756758,0.000015792,66,127.0.0.1,127.0.0.1,8000,46098,0x0011,
0.116769174,0.000012416,66,127.0.0.1,127.0.0.1,46098,8000,0x0011,
0.116775632,0.000006458,66,127.0.0.1,127.0.0.1,8000,46098,0x0010,
0.121065619,0.004289987,74,127.0.0.1,127.0.0.1,46106,8000,0x0002,
0.121074119,0.000008500,74,127.0.0.1,127.0.0.1,8000,46106,0x0012,
0.121080411,0.000006292,66,127.0.0.1,127.0.0.1,46106,8000,0x0010,
0.121116785,0.000036374,163,127.0.0.1,127.0.0.1,46106,8000,0x0018,
0.121119535,0.000002750,66,127.0.0.1,127.0.0.1,8000,46106,0x0010,
0.121851435,0.000731900,222,127.0.0.1,127.0.0.1,8000,46106,0x0018,
0.121861977,0.000010542,66,127.0.0.1,127.0.0.1,46106,8000,0x0010,
0.121873476,0.000011499,1711,127.0.0.1,127.0.0.1,8000,46106,0x0018,
0.121875435,0.000001959,66,127.0.0.1,127.0.0.1,46106,8000,0x0010,
0.121889643,0.000014208,66,127.0.0.1,127.0.0.1,8000,46106,0x0011,
0.121926225,0.000036582,66,127.0.0.1,127.0.0.1,46106,8000,0x0011,
0.121933058,0.000006833,66,127.0.0.1,127.0.0.1,8000,46106,0x0010,
0.126554330,0.004621272,74,127.0.0.1,127.0.0.1,46116,8000,0x0002,
0.126564746,0.000010416,74,127.0.0.1,127.0.0.1,8000,46116,0x0012,
0.126572954,0.000008208,66,127.0.0.1,127.0.0.1,46116,8000,0x0010,
0.126617412,0.000044458,163,127.0.0.1,127.0.0.1,46116,8000,0x0018,
0.126620328,0.000002916,66,127.0.0.1,127.0.0.1,8000,46116,0x0010,
0.127398894,0.000778566,222,127.0.0.1,127.0.0.1,8000,46116,0x0018,
0.127407102,0.000008208,66,127.0.0.1,127.0.0.1,46116,8000,0x0010,
0.127417810,0.000010708,1711,127.0.0.1,127.0.0.1,8000,46116,0x0018,
0.127419602,0.000001792,66,127.0.0.1,127.0.0.1,46116,8000,0x0010,
0.127433685,0.000014083,66,127.0.0.1,127.0.0.1,8000,46116,0x0011,
0.127469017,0.000035332,66,127.0.0.1,127.0.0.1,46116,8000,0x0011,
0.127476892,0.000007875,66,127.0.0.1,127.0.0.1,8000,46116,0x0010,
0.131841128,0.004364236,74,127.0.0.1,127.0.0.1,46132,8000,0x0002,
0.131851336,0.000010208,74,127.0.0.1,127.0.0.1,8000,46132,0x0012,
0.131859669,0.000008333,66,127.0.0.1,127.0.0.1,46132,8000,0x0010,
0.131901501,0.000041832,163,127.0.0.1,127.0.0.1,46132,8000,0x0018,
0.131903626,0.000002125,66,127.0.0.1,127.0.0.1,8000,46132,0x0010,
0.132453239,0.000549613,222,127.0.0.1,127.0.0.1,8000,46132,0x0018,
0.132464864,0.000011625,66,127.0.0.1,127.0.0.1,46132,8000,0x0010,
0.132474614,0.000009750,1711,127.0.0.1,127.0.0.1,8000,46132,0x0018,
0.132476405,0.000001791,66,127.0.0.1,127.0.0.1,46132,8000,0x0010,
0.132488280,0.000011875,66,127.0.0.1,127.0.0.1,8000,46132,0x0011,
0.132538987,0.000050707,66,127.0.0.1,127.0.0.1,46132,8000,0x0011,
0.132546112,0.000007125,66,127.0.0.1,127.0.0.1,8000,46132,0x0010,
0.138158820,0.005612708,74,127.0.0.1,127.0.0.1,46138,8000,0x0002,
0.138171611,0.000012791,74,127.0.0.1,127.0.0.1,8000,46138,0x0012,
0.138180486,0.000008875,66,127.0.0.1,127.0.0.1,46138,8000,0x0010,
0.138461938,0.000281452,163,127.0.0.1,127.0.0.1,46138,8000,0x0018,
0.138465188,0.000003250,66,127.0.0.1,127.0.0.1,8000,46138,0x0010,
0.138878678,0.000413490,222,127.0.0.1,127.0.0.1,8000,46138,0x0018,
0.138887637,0.000008959,66,127.0.0.1,127.0.0.1,46138,8000,0x0010,
0.138897678,0.000010041,1711,127.0.0.1,127.0.0.1,8000,46138,0x0018,
0.138899636,0.000001958,66,127.0.0.1,127.0.0.1,46138,8000,0x0010,
0.138912594,0.000012958,66,127.0.0.1,127.0.0.1,8000,46138,0x0011,
0.138927636,0.000015042,66,127.0.0.1,127.0.0.1,46138,8000,0x0011,
0.138934594,0.000006958,66,127.0.0.1,127.0.0.1,8000,46138,0x0010,
0.142982920,0.004048326,74,127.0.0.1,127.0.0.1,46150,8000,0x0002,
0.142988295,0.000005375,74,127.0.0.1,127.0.0.1,8000,46150,0x0012,
0.142992503,0.000004208,66,127.0.0.1,127.0.0.1,46150,8000,0x0010,
0.143019127,0.000026624,163,127.0.0.1,127.0.0.1,46150,8000,0x0018,
0.143021127,0.000002000,66,127.0.0.1,127.0.0.1,8000,46150,0x0010,
0.143465326,0.000444199,222,127.0.0.1,127.0.0.1,8000,46150,0x0018,
0.143474992,0.000009666,66,127.0.0.1,127.0.0.1,46150,8000,0x0010,
0.143484283,0.000009291,1711,127.0.0.1,127.0.0.1,8000,46150,0x0018,
0.143485825,0.000001542,66,127.0.0.1,127.0.0.1,46150,8000,0x0010,
0.143496992,0.000011167,66,127.0.0.1,127.0.0.1,8000,46150,0x0011,
0.143507575,0.000010583,66,127.0.0.1,127.0.0.1,46150,8000,0x0011,
0.143513616,0.000006041,66,127.0.0.1,127.0.0.1,8000,46150,0x0010,
0.147236449,0.003722833,74,127.0.0.1,127.0.0.1,46166,8000,0x0002,
0.147242408,0.000005959,74,127.0.0.1,127.0.0.1,8000,46166,0x0012,
0.147245907,0.000003499,66,127.0.0.1,127.0.0.1,46166,8000,0x0010,
0.147275407,0.000029500,163,127.0.0.1,127.0.0.1,46166,8000,0x0018,
0.147277240,0.000001833,66,127.0.0.1,127.0.0.1,8000,46166,0x0010,
0.147642690,0.000365450,222,127.0.0.1,127.0.0.1,8000,46166,0x0018,
0.147654523,0.000011833,66,127.0.0.1,127.0.0.1,46166,8000,0x0010,
0.147663273,0.000008750,1711,127.0.0.1,127.0.0.1,8000,46166,0x0018,
0.147664940,0.000001667,66,127.0.0.1,127.0.0.1,46166,8000,0x0010,
0.147675356,0.000010416,66,127.0.0.1,127.0.0.1,8000,46166,0x0011,
0.147695606,0.000020250,66,127.0.0.1,127.0.0.1,46166,8000,0x0011,
0.147700606,0.000005000,66,127.0.0.1,127.0.0.1,8000,46166,0x0010,
0.151757390,0.004056784,74,127.0.0.1,127.0.0.1,46170,8000,0x0002,
0.151765306,0.000007916,74,127.0.0.1,127.0.0.1,8000,46170,0x0012,
0.151769598,0.000004292,66,127.0.0.1,127.0.0.1,46170,8000,0x0010,
0.151802430,0.000032832,163,127.0.0.1,127.0.0.1,46170,8000,0x0018,
0.151804597,0.000002167,66,127.0.0.1,127.0.0.1,8000,46170,0x0010,
0.152309169,0.000504572,222,127.0.0.1,127.0.0.1,8000,46170,0x0018,
0.152318460,0.000009291,66,127.0.0.1,127.0.0.1,46170,8000,0x0010,
0.152328294,0.000009834,1711,127.0.0.1,127.0.0.1,8000,46170,0x0018,
0.152329710,0.000001416,66,127.0.0.1,127.0.0.1,46170,8000,0x0010,
0.152340710,0.000011000,66,127.0.0.1,127.0.0.1,8000,46170,0x0011,
0.152358251,0.000017541,66,127.0.0.1,127.0.0.1,46170,8000,0x0011,
0.152364126,0.000005875,66,127.0.0.1,127.0.0.1,8000,46170,0x0010,
0.156386494,0.004022368,74,127.0.0.1,127.0.0.1,46172,8000,0x0002,
0.156394202,0.000007708,74,127.0.0.1,127.0.0.1,8000,46172,0x0012,
0.156399952,0.000005750,66,127.0.0.1,127.0.0.1,46172,8000,0x0010,
0.156430993,0.000031041,163,127.0.0.1,127.0.0.1,46172,8000,0x0018,
0.156433243,0.000002250,66,127.0.0.1,127.0.0.1,8000,46172,0x0010,
0.156999439,0.000566196,222,127.0.0.1,127.0.0.1,8000,46172,0x0018,
0.157007480,0.000008041,66,127.0.0.1,127.0.0.1,46172,8000,0x0010,
0.157016522,0.000009042,1711,127.0.0.1,127.0.0.1,8000,46172,0x0018,
0.157018438,0.000001916,66,127.0.0.1,127.0.0.1,46172,8000,0x0010,
0.157029980,0.000011542,66,127.0.0.1,127.0.0.1,8000,46172,0x0011,
0.157063437,0.000033457,66,127.0.0.1,127.0.0.1,46172,8000,0x0011,
0.157070854,0.000007417,66,127.0.0.1,127.0.0.1,8000,46172,0x0010,
0.161127096,0.004056242,74,127.0.0.1,127.0.0.1,46176,8000,0x0002,
0.161135554,0.000008458,74,127.0.0.1,127.0.0.1,8000,46176,0x0012,
0.161141096,0.000005542,66,127.0.0.1,127.0.0.1,46176,8000,0x0010,
0.161179553,0.000038457,163,127.0.0.1,127.0.0.1,46176,8000,0x0018,
0.161181845,0.000002292,66,127.0.0.1,127.0.0.1,8000,46176,0x0010,
0.161799248,0.000617403,222,127.0.0.1,127.0.0.1,8000,46176,0x0018,
0.161826414,0.000027166,66,127.0.0.1,127.0.0.1,46176,8000,0x0010,
0.161839664,0.000013250,1711,127.0.0.1,127.0.0.1,8000,46176,0x0018,
0.161841455,0.000001791,66,127.0.0.1,127.0.0.1,46176,8000,0x0010,
0.161853788,0.000012333,66,127.0.0.1,127.0.0.1,8000,46176,0x0011,
0.161888329,0.000034541,66,127.0.0.1,127.0.0.1,46176,8000,0x0011,
0.161895621,0.000007292,66,127.0.0.1,127.0.0.1,8000,46176,0x0010,
0.165650870,0.003755249,74,127.0.0.1,127.0.0.1,46182,8000,0x0002,
0.165654578,0.000003708,74,127.0.0.1,127.0.0.1,8000,46182,0x0012,
0.165657786,0.000003208,66,127.0.0.1,127.0.0.1,46182,8000,0x0010,
0.165684327,0.000026541,163,127.0.0.1,127.0.0.1,46182,8000,0x0018,
0.165685952,0.000001625,66,127.0.0.1,127.0.0.1,8000,46182,0x0010,
0.166140276,0.000454324,222,127.0.0.1,127.0.0.1,8000,46182,0x0018,
0.166150859,0.000010583,66,127.0.0.1,127.0.0.1,46182,8000,0x0010,
0.166159400,0.000008541,1711,127.0.0.1,127.0.0.1,8000,46182,0x0018,
0.166161025,0.000001625,66,127.0.0.1,127.0.0.1,46182,8000,0x0010,
0.166170608,0.000009583,66,127.0.0.1,127.0.0.1,8000,46182,0x0011,
0.166247606,0.000076998,66,127.0.0.1,127.0.0.1,46182,8000,0x0011,
0.166253148,0.000005542,66,127.0.0.1,127.0.0.1,8000,46182,0x0010,
0.170127686,0.003874538,74,127.0.0.1,127.0.0.1,46194,8000,0x0002,
0.170136853,0.000009167,74,127.0.0.1,127.0.0.1,8000,46194,0x0012,
